"","date","pm25","pm10","o3","no2","so2","co"
"1036","23/04/2020",25,NA,NA,NA,NA,NA
"1037","24/04/2020",31,NA,NA,NA,NA,NA
"1038","25/04/2020",28,NA,NA,NA,NA,NA
"1039","26/04/2020",31,NA,NA,NA,NA,NA
"1040","27/04/2020",4,NA,NA,NA,NA,NA
"1041","28/04/2020",40,NA,NA,NA,NA,NA
"1042","29/04/2020",25,NA,NA,NA,NA,NA
"1043","30/04/2020",17,NA,NA,NA,NA,NA
"1044","1/05/2020",15,NA,NA,NA,NA,NA
"1045","2/05/2020",17,NA,NA,NA,NA,NA
"1046","3/05/2020",18,NA,NA,NA,NA,NA
"1047","4/05/2020",27,NA,NA,NA,NA,NA
"1048","5/05/2020",18,NA,NA,NA,NA,NA
"1049","6/05/2020",28,NA,NA,NA,NA,NA
"1050","7/05/2020",19,NA,NA,NA,NA,NA
"1051","8/05/2020",16,NA,NA,NA,NA,NA
"1052","9/05/2020",17,NA,NA,NA,NA,NA
"1053","10/05/2020",11,NA,NA,NA,NA,NA
"1054","11/05/2020",17,NA,NA,NA,NA,NA
"1055","12/05/2020",19,NA,NA,NA,NA,NA
"1056","13/05/2020",16,NA,NA,NA,NA,NA
"1057","14/05/2020",23,NA,NA,NA,NA,NA
"1058","15/05/2020",43,NA,NA,NA,NA,NA
"1059","16/05/2020",56,NA,NA,NA,NA,NA
"1060","17/05/2020",62,NA,NA,NA,NA,NA
"1061","18/05/2020",64,NA,NA,NA,NA,NA
"1062","19/05/2020",66,NA,NA,NA,NA,NA
"1063","20/05/2020",26,NA,NA,NA,NA,NA
"1064","21/05/2020",14,NA,NA,NA,NA,NA
"1065","22/05/2020",16,NA,NA,NA,NA,NA
"1066","23/05/2020",22,NA,NA,NA,NA,NA
"1067","24/05/2020",18,NA,NA,NA,NA,NA
"1068","25/05/2020",14,NA,NA,NA,NA,NA
"1069","26/05/2020",23,NA,NA,NA,NA,NA
"1070","27/05/2020",39,NA,NA,NA,NA,NA
"1071","28/05/2020",31,NA,NA,NA,NA,NA
"1072","29/05/2020",25,NA,NA,NA,NA,NA
"1073","30/05/2020",28,NA,NA,NA,NA,NA
"1074","31/05/2020",17,NA,NA,NA,NA,NA
"1075","1/06/2020",12,NA,NA,NA,NA,NA
"1076","2/06/2020",11,NA,NA,NA,NA,NA
"1077","3/06/2020",19,NA,NA,NA,NA,NA
"1078","4/06/2020",28,NA,NA,NA,NA,NA
"1079","5/06/2020",25,NA,NA,NA,NA,NA
"1080","6/06/2020",65,NA,NA,NA,NA,NA
"1081","7/06/2020",50,NA,NA,NA,NA,NA
"1082","8/06/2020",15,NA,NA,NA,NA,NA
"1083","9/06/2020",40,NA,NA,NA,NA,NA
"1084","10/06/2020",49,NA,NA,NA,NA,NA
"1085","11/06/2020",48,NA,NA,NA,NA,NA
"1086","12/06/2020",57,NA,NA,NA,NA,NA
"1087","13/06/2020",57,NA,NA,NA,NA,NA
"1088","14/06/2020",31,NA,NA,NA,NA,NA
"1089","15/06/2020",16,NA,NA,NA,NA,NA
"1090","16/06/2020",18,NA,NA,NA,NA,NA
"1091","17/06/2020",16,NA,NA,NA,NA,NA
"1092","18/06/2020",32,NA,NA,NA,NA,NA
"1093","19/06/2020",49,NA,NA,NA,NA,NA
"1094","20/06/2020",24,NA,NA,NA,NA,NA
"1095","21/06/2020",23,NA,NA,NA,NA,NA
"1096","22/06/2020",44,NA,NA,NA,NA,NA
"1097","23/06/2020",20,NA,NA,NA,NA,NA
"1098","24/06/2020",24,NA,NA,NA,NA,NA
"1099","25/06/2020",37,NA,NA,NA,NA,NA
"1100","26/06/2020",29,NA,NA,NA,NA,NA
"1101","27/06/2020",31,NA,NA,NA,NA,NA
"1102","28/06/2020",45,NA,NA,NA,NA,NA
"1103","29/06/2020",120,NA,NA,NA,NA,NA
"1104","30/06/2020",70,NA,NA,NA,NA,NA
"1105","1/07/2020",28,NA,NA,NA,NA,NA
"1106","2/07/2020",24,NA,NA,NA,NA,NA
"1107","3/07/2020",20,NA,NA,NA,NA,NA
"1108","4/07/2020",20,NA,NA,NA,NA,NA
"1109","5/07/2020",24,NA,NA,NA,NA,NA
"1110","6/07/2020",18,NA,NA,NA,NA,NA
"1111","7/07/2020",24,NA,NA,NA,NA,NA
"1112","8/07/2020",27,NA,NA,NA,NA,NA
"1113","9/07/2020",42,NA,NA,NA,NA,NA
"1114","10/07/2020",44,NA,NA,NA,NA,NA
"1115","11/07/2020",46,NA,NA,NA,NA,NA
"1116","13/07/2020",37,NA,NA,NA,NA,NA
"1117","14/07/2020",19,NA,NA,NA,NA,NA
"1118","15/07/2020",16,NA,NA,NA,NA,NA
"1119","16/07/2020",23,NA,NA,NA,NA,NA
"1120","17/07/2020",38,NA,NA,NA,NA,NA
"1121","18/07/2020",49,NA,NA,NA,NA,NA
"1122","19/07/2020",22,NA,NA,NA,NA,NA
"1123","20/07/2020",15,NA,NA,NA,NA,NA
"1124","21/07/2020",21,NA,NA,NA,NA,NA
"1125","22/07/2020",26,NA,NA,NA,NA,NA
"1126","23/07/2020",13,NA,NA,NA,NA,NA
"1127","24/07/2020",20,NA,NA,NA,NA,NA
"1128","25/07/2020",40,NA,NA,NA,NA,NA
"1129","26/07/2020",62,NA,NA,NA,NA,NA
"1130","27/07/2020",83,NA,NA,NA,NA,NA
"1131","28/07/2020",41,NA,NA,NA,NA,NA
"1132","29/07/2020",27,NA,NA,NA,NA,NA
"1133","30/07/2020",41,NA,NA,NA,NA,NA
"1134","31/07/2020",43,NA,NA,NA,NA,NA
"1135","1/08/2020",60,NA,NA,NA,NA,NA
"1136","2/08/2020",32,NA,NA,NA,NA,NA
"1137","3/08/2020",27,NA,NA,NA,NA,NA
"1138","4/08/2020",22,NA,NA,NA,NA,NA
"1139","5/08/2020",18,NA,NA,NA,NA,NA
"1140","6/08/2020",27,NA,NA,NA,NA,NA
"1141","7/08/2020",22,NA,NA,NA,NA,NA
"1142","8/08/2020",35,NA,NA,NA,NA,NA
"1143","9/08/2020",16,NA,NA,NA,NA,NA
"1144","10/08/2020",14,NA,NA,NA,NA,NA
"1145","11/08/2020",38,NA,NA,NA,NA,NA
"1146","12/08/2020",34,NA,NA,NA,NA,NA
"1147","13/08/2020",16,NA,NA,NA,NA,NA
"1148","14/08/2020",18,NA,NA,NA,NA,NA
"1149","15/08/2020",25,NA,NA,NA,NA,NA
"1150","16/08/2020",35,NA,NA,NA,NA,NA
"1151","17/08/2020",20,NA,NA,NA,NA,NA
"1152","18/08/2020",15,NA,NA,NA,NA,NA
"1153","19/08/2020",14,NA,NA,NA,NA,NA
"1154","20/08/2020",16,NA,NA,NA,NA,NA
"1155","21/08/2020",13,NA,NA,NA,NA,NA
"1156","22/08/2020",18,NA,NA,NA,NA,NA
"1157","23/08/2020",13,NA,NA,NA,NA,NA
"1158","24/08/2020",19,NA,NA,NA,NA,NA
"1159","25/08/2020",16,NA,NA,NA,NA,NA
"1160","26/08/2020",20,NA,NA,NA,NA,NA
"1161","27/08/2020",24,NA,NA,NA,NA,NA
"1162","28/08/2020",16,NA,NA,NA,NA,NA
"1163","29/08/2020",45,NA,NA,NA,NA,NA
"1164","30/08/2020",31,NA,NA,NA,NA,NA
"1165","31/08/2020",22,NA,NA,NA,NA,NA
"1166","1/09/2020",20,NA,NA,NA,NA,NA
"1167","2/09/2020",31,NA,NA,NA,NA,NA
"1168","3/09/2020",17,NA,NA,NA,NA,NA
"1169","4/09/2020",12,NA,NA,NA,NA,NA
"1170","5/09/2020",26,NA,NA,NA,NA,NA
"1171","6/09/2020",30,NA,NA,NA,NA,NA
"1172","7/09/2020",51,NA,NA,NA,NA,NA
"1173","8/09/2020",20,NA,NA,NA,NA,NA
"1174","9/09/2020",23,NA,NA,NA,NA,NA
"1175","10/09/2020",26,NA,NA,NA,NA,NA
"1176","11/09/2020",28,NA,NA,NA,NA,NA
"1177","12/09/2020",13,NA,NA,NA,NA,NA
"1178","13/09/2020",17,NA,NA,NA,NA,NA
"1179","14/09/2020",24,NA,NA,NA,NA,NA
"1180","15/09/2020",28,NA,NA,NA,NA,NA
"1181","16/09/2020",38,NA,NA,NA,NA,NA
"1182","17/09/2020",33,NA,NA,NA,NA,NA
"1183","18/09/2020",22,NA,NA,NA,NA,NA
"1184","19/09/2020",42,NA,NA,NA,NA,NA
"1185","20/09/2020",43,NA,NA,NA,NA,NA
"1186","21/09/2020",9,NA,NA,NA,NA,NA
"1187","22/09/2020",18,NA,NA,NA,NA,NA
"1188","23/09/2020",19,NA,NA,NA,NA,NA
"1189","24/09/2020",15,NA,NA,NA,NA,NA
"1190","25/09/2020",11,NA,NA,NA,NA,NA
"1191","26/09/2020",13,NA,NA,NA,NA,NA
"1192","27/09/2020",18,NA,NA,NA,NA,NA
"1193","28/09/2020",21,NA,NA,NA,NA,NA
"1194","29/09/2020",29,NA,NA,NA,NA,NA
"1195","30/09/2020",27,NA,NA,NA,NA,NA
"1196","1/10/2020",18,NA,NA,NA,NA,NA
"1197","2/10/2020",30,NA,NA,NA,NA,NA
"1198","3/10/2020",25,NA,NA,NA,NA,NA
"1199","4/10/2020",18,NA,NA,NA,NA,NA
"1200","5/10/2020",33,NA,NA,NA,NA,NA
"1201","6/10/2020",12,NA,NA,NA,NA,NA
"1202","7/10/2020",19,NA,NA,NA,NA,NA
"1203","8/10/2020",50,NA,NA,NA,NA,NA
"1204","9/10/2020",18,NA,NA,NA,NA,NA
"1205","10/10/2020",20,NA,NA,NA,NA,NA
"1206","11/10/2020",20,NA,NA,NA,NA,NA
"1207","12/10/2020",15,NA,NA,NA,NA,NA
"1208","13/10/2020",23,NA,NA,NA,NA,NA
"1209","14/10/2020",31,NA,NA,NA,NA,NA
"1210","15/10/2020",31,NA,NA,NA,NA,NA
"1211","16/10/2020",24,NA,NA,NA,NA,NA
"1212","17/10/2020",27,NA,NA,NA,NA,NA
"1213","18/10/2020",24,NA,NA,NA,NA,NA
"1214","19/10/2020",12,NA,NA,NA,NA,NA
"1215","20/10/2020",19,NA,NA,NA,NA,NA
"1216","21/10/2020",20,NA,NA,NA,NA,NA
"1217","22/10/2020",27,NA,NA,NA,NA,NA
"1218","23/10/2020",24,NA,NA,NA,NA,NA
"1219","24/10/2020",36,NA,NA,NA,NA,NA
"1220","25/10/2020",12,NA,NA,NA,NA,NA
"1221","26/10/2020",15,NA,NA,NA,NA,NA
"1222","27/10/2020",12,NA,NA,NA,NA,NA
"1223","28/10/2020",18,NA,NA,NA,NA,NA
"1224","29/10/2020",29,NA,NA,NA,NA,NA
"1225","30/10/2020",23,NA,NA,NA,NA,NA
"1226","31/10/2020",30,NA,NA,NA,NA,NA
"1227","1/11/2020",13,NA,NA,NA,NA,NA
"1228","2/11/2020",13,NA,NA,NA,NA,NA
"1229","3/11/2020",28,NA,NA,NA,NA,NA
"1230","4/11/2020",28,NA,NA,NA,NA,NA
"1231","5/11/2020",20,NA,NA,NA,NA,NA
"1232","6/11/2020",19,NA,NA,NA,NA,NA
"1233","7/11/2020",17,NA,NA,NA,NA,NA
"1234","8/11/2020",18,NA,NA,NA,NA,NA
"1235","9/11/2020",29,NA,NA,NA,NA,NA
"1236","10/11/2020",29,NA,NA,NA,NA,NA
"1237","11/11/2020",28,NA,NA,NA,NA,NA
"1238","12/11/2020",22,NA,NA,NA,NA,NA
"1239","13/11/2020",22,NA,NA,NA,NA,NA
"1240","14/11/2020",15,NA,NA,NA,NA,NA
"1241","15/11/2020",18,NA,NA,NA,NA,NA
"1242","16/11/2020",20,NA,NA,NA,NA,NA
"1243","17/11/2020",22,NA,NA,NA,NA,NA
"1244","18/11/2020",26,NA,NA,NA,NA,NA
"1245","19/11/2020",28,NA,NA,NA,NA,NA
"1246","20/11/2020",27,NA,NA,NA,NA,NA
"1247","21/11/2020",39,NA,NA,NA,NA,NA
"1248","22/11/2020",46,NA,NA,NA,NA,NA
"1249","23/11/2020",51,NA,NA,NA,NA,NA
"1250","24/11/2020",23,NA,NA,NA,NA,NA
"1251","25/11/2020",20,NA,NA,NA,NA,NA
"1252","26/11/2020",29,NA,NA,NA,NA,NA
"1253","27/11/2020",24,NA,NA,NA,NA,NA
"1254","28/11/2020",35,NA,NA,NA,NA,NA
"1255","29/11/2020",40,NA,NA,NA,NA,NA
"1256","30/11/2020",24,NA,NA,NA,NA,NA
"1257","1/12/2020",39,NA,NA,NA,NA,NA
"1258","2/12/2020",29,NA,NA,NA,NA,NA
"1259","3/12/2020",17,NA,NA,NA,NA,NA
"1260","4/12/2020",26,NA,NA,NA,NA,NA
"1261","5/12/2020",25,NA,NA,NA,NA,NA
"1262","6/12/2020",23,NA,NA,NA,NA,NA
"1263","7/12/2020",17,NA,NA,NA,NA,NA
"1264","8/12/2020",19,NA,NA,NA,NA,NA
"1265","9/12/2020",22,NA,NA,NA,NA,NA
"1266","10/12/2020",23,NA,NA,NA,NA,NA
"1267","11/12/2020",24,NA,NA,NA,NA,NA
"1268","12/12/2020",24,NA,NA,NA,NA,NA
"1269","13/12/2020",33,NA,NA,NA,NA,NA
"1270","14/12/2020",21,NA,NA,NA,NA,NA
"1271","15/12/2020",21,NA,NA,NA,NA,NA
"1272","16/12/2020",27,NA,NA,NA,NA,NA
"1273","17/12/2020",30,NA,NA,NA,NA,NA
"1274","18/12/2020",38,NA,NA,NA,NA,NA
"1275","19/12/2020",18,NA,NA,NA,NA,NA
"1276","20/12/2020",16,NA,NA,NA,NA,NA
"1277","21/12/2020",19,NA,NA,NA,NA,NA
"1278","22/12/2020",29,NA,NA,NA,NA,NA
"1279","23/12/2020",24,NA,NA,NA,NA,NA
"1280","24/12/2020",20,NA,NA,NA,NA,NA
"1281","25/12/2020",19,NA,NA,NA,NA,NA
"1282","26/12/2020",11,NA,NA,NA,NA,NA
"1283","27/12/2020",26,NA,NA,NA,NA,NA
"1284","28/12/2020",18,NA,NA,NA,NA,NA
"1285","29/12/2020",16,NA,NA,NA,NA,NA
"1286","30/12/2020",15,NA,NA,NA,NA,NA
"1287","31/12/2020",19,NA,NA,NA,NA,NA
"1288","1/01/2021",21,NA,NA,NA,NA,NA
"1289","2/01/2021",27,NA,NA,NA,NA,NA
"1290","3/01/2021",19,NA,NA,NA,NA,NA
"1291","4/01/2021",21,NA,NA,NA,NA,NA
"1292","5/01/2021",20,NA,NA,NA,NA,NA
"1293","6/01/2021",17,NA,NA,NA,NA,NA
"1294","7/01/2021",15,NA,NA,NA,NA,NA
"1295","8/01/2021",22,NA,NA,NA,NA,NA
"1296","9/01/2021",24,NA,NA,NA,NA,NA
"1297","10/01/2021",34,NA,NA,NA,NA,NA
"1298","11/01/2021",38,NA,NA,NA,NA,NA
"1299","12/01/2021",30,NA,NA,NA,NA,NA
"1300","13/01/2021",26,NA,NA,NA,NA,NA
"1301","14/01/2021",42,NA,NA,NA,NA,NA
"1302","15/01/2021",34,NA,NA,NA,NA,NA
"1303","16/01/2021",18,NA,NA,NA,NA,NA
"1304","17/01/2021",18,NA,NA,NA,NA,NA
"1305","18/01/2021",28,NA,NA,NA,NA,NA
"1306","19/01/2021",20,NA,NA,NA,NA,NA
"1307","20/01/2021",27,NA,NA,NA,NA,NA
"1308","21/01/2021",33,NA,NA,NA,NA,NA
"1309","22/01/2021",36,NA,NA,NA,NA,NA
"1310","23/01/2021",40,NA,NA,NA,NA,NA
"1311","24/01/2021",35,NA,NA,NA,NA,NA
"1312","25/01/2021",33,NA,NA,NA,NA,NA
"1313","26/01/2021",28,NA,NA,NA,NA,NA
"1314","27/01/2021",23,NA,NA,NA,NA,NA
"1315","28/01/2021",24,NA,NA,NA,NA,NA
"1316","29/01/2021",19,NA,NA,NA,NA,NA
"1317","30/01/2021",23,NA,NA,NA,NA,NA
"1318","31/01/2021",23,NA,NA,NA,NA,NA
"1319","1/02/2021",13,NA,NA,NA,NA,NA
"1320","2/02/2021",28,NA,NA,NA,NA,NA
"1321","3/02/2021",21,NA,NA,NA,NA,NA
"1322","4/02/2021",23,NA,NA,NA,NA,NA
"1323","5/02/2021",25,NA,NA,NA,NA,NA
"1324","6/02/2021",24,NA,NA,NA,NA,NA
"1325","7/02/2021",16,NA,NA,NA,NA,NA
"1326","8/02/2021",21,NA,NA,NA,NA,NA
"1327","9/02/2021",18,NA,NA,NA,NA,NA
"1328","10/02/2021",30,NA,NA,NA,NA,NA
"1329","11/02/2021",31,NA,NA,NA,NA,NA
"1330","12/02/2021",32,NA,NA,NA,NA,NA
"1331","13/02/2021",29,NA,NA,NA,NA,NA
"1332","14/02/2021",18,NA,NA,NA,NA,NA
"1333","15/02/2021",15,NA,NA,NA,NA,NA
"1334","16/02/2021",28,NA,NA,NA,NA,NA
"1335","17/02/2021",34,NA,NA,NA,NA,NA
"1336","19/02/2021",31,NA,NA,NA,NA,NA
"1337","20/02/2021",27,NA,NA,NA,NA,NA
"1338","21/02/2021",36,NA,NA,NA,NA,NA
"1339","22/02/2021",28,NA,NA,NA,NA,NA
"1340","23/02/2021",25,NA,NA,NA,NA,NA
"1341","24/02/2021",11,NA,NA,NA,NA,NA
"1342","2/03/2021",53,NA,NA,NA,NA,NA
"1343","2/04/2021",43,NA,NA,NA,NA,NA
"1344","3/04/2021",45,NA,NA,NA,NA,NA
"1345","4/04/2021",52,NA,NA,NA,NA,NA
"1346","5/04/2021",28,NA,NA,NA,NA,NA
"1347","6/04/2021",18,NA,NA,NA,NA,NA
"1348","7/04/2021",34,NA,NA,NA,NA,NA
"1349","8/04/2021",50,NA,NA,NA,NA,NA
"1350","9/04/2021",48,NA,NA,NA,NA,NA
"1351","10/04/2021",26,NA,NA,NA,NA,NA
"1352","11/04/2021",23,NA,NA,NA,NA,NA
"1353","12/04/2021",19,NA,NA,NA,NA,NA
"1354","13/04/2021",21,NA,NA,NA,NA,NA
"1355","14/04/2021",34,NA,NA,NA,NA,NA
"1356","15/04/2021",27,NA,NA,NA,NA,NA
"1357","16/04/2021",17,NA,NA,NA,NA,NA
"1358","17/04/2021",23,NA,NA,NA,NA,NA
"1359","18/04/2021",22,NA,NA,NA,NA,NA
"1360","19/04/2021",20,NA,NA,NA,NA,NA
"1361","20/04/2021",20,NA,NA,NA,NA,NA
"1362","27/04/2021",21,NA,NA,NA,NA,NA
"1363","28/04/2021",19,NA,NA,NA,NA,NA
"1364","29/04/2021",28,NA,NA,NA,NA,NA
